5.000659249715114996e+00 1.017423649260379648e+00 4.178196623960100387e-01
5.000659249715114996e+00 1.091792732251093412e+00 4.192270441050051644e-01
5.000659249715114996e+00 1.225541761761348880e+00 4.204070248769319895e-01
5.000659249715114996e+00 1.418620525769370033e+00 4.259477520617232504e-01
5.000659249715114996e+00 1.670917266428816106e+00 4.261138654384190594e-01
5.000659249715114996e+00 1.982282060072435570e+00 4.143523191217973189e-01
5.000659249715114996e+00 2.352529098903673344e+00 4.085460238779708986e-01
5.000659249715114996e+00 2.781437210646004132e+00 4.123198384239640246e-01
5.000659249715114996e+00 3.268750099341218629e+00 4.155522970743355526e-01
5.000659249715114996e+00 3.814176534659907247e+00 4.083429775663525718e-01
5.000659249715114996e+00 4.417390540019454193e+00 4.076904726872453977e-01
5.000659249715114996e+00 5.078031593556858070e+00 4.156126034489613930e-01
5.000659249715114996e+00 5.795704846544197153e+00 4.175301405409318489e-01
5.000659249715114996e+00 6.569981360893095257e+00 4.374756948514107457e-01
5.000659249715114996e+00 7.400398366347317847e+00 4.214413151255444467e-01
5.000659249715114996e+00 8.286459537544700993e+00 4.260243872028156020e-01
5.000659249715114996e+00 9.227635290944434132e+00 4.173879705709975796e-01
5.000659249715114996e+00 1.022336310152520866e+01 4.070684936740930349e-01
5.000659249715114996e+00 1.127304783910875585e+01 4.321606939232096600e-01
5.000659249715114996e+00 1.237606212413298579e+01 4.049400677794453007e-01
5.000659249715114996e+00 1.353174670267583224e+01 4.177833953569985992e-01
5.000659249715114996e+00 1.473941084051492112e+01 4.149623799358654330e-01
5.000659249715114996e+00 1.599833273599209349e+01 4.179745403786965241e-01
5.000659249715114996e+00 1.730775995143977752e+01 4.089418631809896287e-01
5.000659249715114996e+00 1.866690986291342824e+01 4.167467047435652328e-01
5.000659249715114996e+00 2.007497012796260094e+01 4.107986104616149770e-01
5.000659249715114996e+00 2.153109917116178451e+01 4.159254325997296386e-01
5.000659249715114996e+00 2.303442668711201691e+01 3.988449211570596620e-01
5.000659249715114996e+00 2.458405416061256687e+01 4.062913846694500286e-01
5.000659249715114996e+00 2.617905540369233108e+01 4.150271978407517048e-01
5.000659249715114996e+00 2.781847710918007976e+01 4.083118071392596860e-01
5.000659249715114996e+00 2.950133942048303481e+01 4.056992533852875060e-01
5.000659249715114996e+00 3.122663651723333089e+01 3.985188380145959219e-01
5.000659249715114996e+00 3.299333721645193407e+01 3.893726586269000145e-01
5.000659249715114996e+00 3.480038558887173394e+01 3.928032974194938243e-01
5.000659249715114996e+00 3.664670159005040517e+01 3.925177329976408114e-01
5.000659249715114996e+00 3.853118170589681313e+01 4.062399754378648864e-01
5.000659249715114996e+00 4.045269961222441424e+01 3.889852713212250679e-01
5.000659249715114996e+00 4.241010684793807428e+01 3.977197093224215663e-01
5.000659249715114996e+00 4.440223350145149794e+01 3.795214177099165975e-01
5.000659249715114996e+00 4.642788890992537176e+01 3.999354036500490928e-01
5.000659249715114996e+00 4.848586237090803763e+01 3.938577762136921678e-01
5.000659249715114996e+00 5.057492386595362888e+01 3.887188693220077207e-01
5.000659249715114996e+00 5.269382479578487732e+01 3.982755015454884084e-01
5.000659249715114996e+00 5.484129872656155413e+01 3.918968816870688765e-01
5.000659249715114996e+00 5.701606214680813878e+01 3.889664506785048270e-01
